test_collections/CRAN/CRAN.all
IdeDecHi
Query, Precision, Recall, NonInterpolatedAvgPrecision
53, 0.075, 0.2727272727272727, 0.1184821184821185
54, 0.125, 0.5, 0.1594185784975259
55, 0.1, 0.36363636363636365, 0.029782160798203575
56, 0.075, 0.2727272727272727, 0.1461038961038961
57, 0.05, 0.13333333333333333, 0.04444444444444444
58, 0.05, 0.2, 0.03958333333333333
59, 0.025, 0.2, 0.007692307692307693
60, 0.075, 0.5, 0.29340277777777773
61, 0.05, 0.3333333333333333, 0.13095238095238096
62, 0.0, 0.0, 0.0
63, 0.025, 0.25, 0.010416666666666666
64, 0.025, 0.3333333333333333, 0.013333333333333334
65, 0.075, 0.1875, 0.07414651493598862
66, 0.025, 0.16666666666666666, 0.16666666666666666
67, 0.05, 0.13333333333333333, 0.005270655270655271
68, 0.075, 0.5, 0.18055555555555555
69, 0.05, 0.3333333333333333, 0.03391053391053391
70, 0.075, 0.2727272727272727, 0.04799122446181269
71, 0.05, 0.2222222222222222, 0.1111111111111111
72, 0.025, 0.05555555555555555, 0.0024154589371980675
73, 0.2, 0.38095238095238093, 0.16781789638932496
74, 0.075, 0.42857142857142855, 0.09249084249084248
75, 0.0, 0.0, 0.0
76, 0.05, 0.25, 0.15625
77, 0.05, 0.2857142857142857, 0.09999999999999999
78, 0.05, 0.5, 0.5
79, 0.0, 0.0, 0.0
80, 0.025, 0.2, 0.0064516129032258064
81, 0.0, 0.0, 0.0
82, 0.05, 0.3333333333333333, 0.09523809523809523
83, 0.0, 0.0, 0.0
84, 0.05, 0.16666666666666666, 0.03518518518518519
85, 0.025, 0.2, 0.011764705882352941
86, 0.05, 0.6666666666666666, 0.0868347338935574
87, 0.0, 0.0, 0.0
88, 0.15, 0.8571428571428571, 0.2854094146019612
89, 0.075, 0.42857142857142855, 0.08751248751248752
90, 0.075, 0.2, 0.03129490392648287
91, 0.125, 0.5, 0.19470588235294117
92, 0.025, 0.07142857142857142, 0.00510204081632653
93, 0.025, 0.5, 0.1
94, 0.2, 0.6153846153846154, 0.26812834601296137
95, 0.075, 1.0, 0.24853801169590642
96, 0.2, 0.5714285714285714, 0.25019193912382764
97, 0.0, 0.0, 0.0
98, 0.05, 0.3333333333333333, 0.13888888888888887
99, 0.075, 0.6, 0.2333333333333333
100, 0.1, 0.4, 0.053768328445747804
101, 0.125, 0.7142857142857143, 0.21185982754305735
102, 0.05, 0.4, 0.07105263157894737
103, 0.05, 0.6666666666666666, 0.18817204301075266
104, 0.05, 0.3333333333333333, 0.09523809523809523
105, 0.1, 0.6666666666666666, 0.23074732285258595
106, 0.1, 0.6666666666666666, 0.10798212005108558
107, 0.05, 0.25, 0.0725
108, 0.025, 0.125, 0.0035714285714285713
109, 0.025, 0.16666666666666666, 0.008333333333333333
110, 0.0, 0.0, 0.0
111, 0.2, 1.0, 0.2346327283827284
112, 0.05, 0.6666666666666666, 0.15
113, 0.025, 0.2, 0.01111111111111111
114, 0.05, 0.4, 0.025362318840579712
115, 0.025, 0.2, 0.00909090909090909
116, 0.05, 0.3333333333333333, 0.04047619047619048
117, 0.0, 0.0, 0.0
118, 0.05, 0.5, 0.03888888888888889
119, 0.0, 0.0, 0.0
120, 0.125, 0.5, 0.14772678302090064
121, 0.0, 0.0, 0.0
122, 0.075, 0.3, 0.020560215387801596
123, 0.075, 1.0, 0.13030303030303028
124, 0.025, 0.2, 0.02
125, 0.275, 0.6470588235294118, 0.24746235171184464
126, 0.05, 0.2222222222222222, 0.015715467328370553
127, 0.025, 0.16666666666666666, 0.05555555555555555
128, 0.025, 0.3333333333333333, 0.013888888888888888
129, 0.025, 0.125, 0.125
130, 0.125, 0.8333333333333334, 0.32525252525252524
